* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
C2C590 2025120714   1008.4   1017.0     26.0     None     15.4     52.0     17.5      3.4    120.0      4.9    120.0      9.1    120.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.11        3     33.6     None   -99.95     None     26.2     25.8
C2C590 2025120715   1008.3   1016.9     25.3     None     14.8     52.0     16.8      1.8     90.0      3.8    110.0      6.9    110.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.6        2     32.2     None   -99.95     None     26.4     25.3
C2C590 2025120716   1008.7   1017.3     24.1     None     14.2     54.0     16.2      2.4    110.0      3.8    110.0      7.3    110.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.84        2     30.0     None   -99.95     None     25.3     24.1
C2C590 2025120717   1009.3   1018.0     22.2     None     13.6     58.0     15.5      0.8     80.0      2.7    120.0      5.0    110.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.07        3     26.8     None   -99.95     None     24.1     22.2
C2C590 2025120718   1010.1   1018.8     20.8     None     14.2     66.0     16.2      0.7     80.0      0.9    100.0      3.8     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     24.6     None   -99.95     None     22.2     20.8
C2C590 2025120719   1010.7   1019.5     19.8     None     14.0     69.0     15.9      0.6    110.0      1.0     90.0      2.6     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     23.1     None   -99.95     None     20.9     19.8
C2C590 2025120720   1010.8   1019.6     18.5     None     14.0     75.0     16.0      0.5     60.0      0.9    100.0      2.1    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     21.3     None   -99.95     None     19.8     18.5
C2C590 2025120721   1011.0   1019.8     18.1     None     14.2     78.0     16.2      0.5     70.0      0.6     70.0      1.1     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     20.8     None   -99.95     None     18.5     17.7
C2C590 2025120722   1011.0   1019.8     17.6     None     14.7     83.0     16.7      0.3     60.0      0.5     60.0      1.2     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     20.1     None   -99.95     None     18.1     17.6
C2C590 2025120723   1010.6   1019.5     16.7     None     14.5     87.0     16.5      0.6    140.0      0.6    180.0      1.0    190.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.0     None   -99.95     None     17.6     16.6
C2C590 2025120724   1010.0   1018.8     17.0     None     14.5     85.0     16.5      1.7    110.0      1.7    110.0      2.5    110.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.4     None   -99.95     None     17.6     16.6
C2C590 2025120801   1009.7   1018.6     16.5     None     14.3     87.0     16.3      0.6    340.0      2.3    110.0      3.0    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.8     None   -99.95     None     18.1     16.5
C2C590 2025120802   1010.1   1018.9     17.9     None     17.4     97.0     19.9      1.2     20.0      1.3     20.0      3.2     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     20.5     None   -99.95     None     17.9     16.2
C2C590 2025120803   1010.5   1019.3     19.5     None     19.0     97.0     22.0      1.4     10.0      1.4     10.0      5.2     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     22.7     None   -99.95     None     19.5     17.9
C2C590 2025120804   1010.9   1019.7     19.8     None     18.8     94.0     21.7      2.2     20.0      2.6     20.0      7.0     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     23.1     None   -99.95     None     19.9     19.5
C2C590 2025120805   1011.3   1020.1     19.6     None     18.1     91.0     20.8      2.4     20.0      2.8     20.0      7.0    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     22.8     None   -99.95     None     19.8     19.5
C2C590 2025120806   1012.1   1020.9     19.4     None     17.7     90.0     20.3      2.3     20.0      2.6     20.0      6.6     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     22.5     None   -99.95     None     19.6     19.4
C2C590 2025120807   1012.7   1021.5     19.8     None     17.6     87.0     20.1      1.9     20.0      2.4     20.0      4.8     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        2     23.1     None   -99.95     None     19.8     19.3
C2C590 2025120808   1013.4   1022.2     20.3     None     16.9     81.0     19.3      2.7     30.0      2.7     30.0      5.8     20.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.21        1     23.8     None   -99.95     None     20.3     19.7
C2C590 2025120809   1014.1   1022.9     20.9     None     16.5     76.0     18.8      2.1     30.0      2.8     30.0      6.5     80.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.7        3     24.7     None   -99.95     None     21.2     20.2
C2C590 2025120810   1014.6   1023.4     21.0     None     16.2     74.0     18.4      2.3     30.0      3.1     20.0      7.9     30.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.73        1     24.9     None   -99.95     None     21.3     20.4
C2C590 2025120811   1013.9   1022.6     21.7     None     16.2     71.0     18.4      2.4     50.0      3.0     20.0      8.2     30.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.89        0     26.0     None   -99.95     None     22.4     20.7
C2C590 2025120812   1012.9   1021.6     22.1     None     14.8     63.0     16.8      2.5     30.0      3.0     40.0      8.6     30.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.07        0     26.6     None   -99.95     None     22.1     21.1
C2C590 2025120813   1011.8   1020.5     21.8     None     16.1     70.0     18.3      2.6     30.0      3.3     30.0      8.7     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.79        2     26.1     None   -99.95     None     23.1     21.7
C2C590 2025120814   1011.2   1019.9     21.5     None     15.8     70.0     18.0      2.8     30.0      3.7     30.0      9.5     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.28        3     25.6     None   -99.95     None     22.3     21.4
C2C590 2025120815   1011.1   1019.8     21.9     None     16.2     70.0     18.4      3.5     30.0      3.5     30.0      9.7     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.73        2     26.3     None   -99.95     None     22.4     21.6
C2C590 2025120816   1011.7   1020.4     20.8     None     15.8     73.0     17.9      3.0     30.0      3.6     30.0      8.0     50.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.65        2     24.6     None   -99.95     None     22.0     20.7
C2C590 2025120817   1012.4   1021.2     20.0     None     15.2     74.0     17.3      3.1     30.0      3.5     30.0      7.8     30.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        3     23.4     None   -99.95     None     20.8     20.0
C2C590 2025120818   1013.0   1021.8     19.7     None     15.6     77.0     17.7      2.4     30.0      3.5     30.0      8.4     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     22.9     None   -99.95     None     20.0     19.6
C2C590 2025120819   1012.9   1021.7     19.6     None     15.1     75.0     17.1      2.6     30.0      3.4     30.0      8.1     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.8     None   -99.95     None     19.8     19.6
C2C590 2025120820   1013.1   1021.9     19.5     None     14.5     73.0     16.6      2.9     30.0      3.6     30.0      8.6     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     22.7     None   -99.95     None     19.7     19.5
C2C590 2025120821   1012.6   1021.4     19.4     None     14.7     74.0     16.7      2.6     40.0      2.9     30.0      7.5     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.5     None   -99.95     None     19.5     19.3
C2C590 2025120822   1012.6   1021.4     19.2     None     15.5     79.0     17.6      2.6     40.0      2.9     40.0      7.2     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.2     None   -99.95     None     19.5     19.2
C2C590 2025120823   1012.5   1021.3     19.0     None     15.3     79.0     17.4      2.6     50.0      2.9     50.0      7.1     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     22.0     None   -99.95     None     19.2     19.0
C2C590 2025120824   1012.1   1020.9     18.7     None     15.6     82.0     17.7      1.4     60.0      2.5     50.0      6.7     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.6     None   -99.95     None     19.0     18.7
C2C590 2025120901   1011.9   1020.7     18.5     None     16.5     88.0     18.7      1.3     30.0      1.7     40.0      4.7     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.3     None   -99.95     None     18.8     18.4
C2C590 2025120902   1011.6   1020.4     17.7     None     17.1     96.0     19.4      2.7     30.0      2.7     40.0      8.7     20.0      1.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     20.2     None   -99.95     None     18.7     17.7
C2C590 2025120903   1011.7   1020.6     17.1     None     16.5     96.0     18.7      2.9     30.0      3.6     30.0      9.3     20.0      3.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.5     None   -99.95     None     17.7     17.1
C2C590 2025120904   1012.0   1020.9     17.0     None     16.4     96.0     18.6      3.7     30.0      3.9     30.0      8.7     20.0      1.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.4     None   -99.95     None     17.2     17.0
C2C590 2025120905   1012.3   1021.2     16.9     None     16.3     96.0     18.5      3.5     30.0      3.8     30.0      9.1     60.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.2     None   -99.95     None     17.0     16.9
C2C590 2025120906   1012.6   1021.5     17.1     None     16.5     96.0     18.7      3.3     30.0      3.6     30.0      8.2     20.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.5     None   -99.95     None     17.1     16.9
C2C590 2025120907   1013.0   1021.9     17.0     None     16.4     96.0     18.6      3.0     30.0      3.4     30.0      8.0     40.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.4     None   -99.95     None     17.1     17.0
C2C590 2025120908   1013.5   1022.4     17.0     None     16.2     95.0     18.4      3.0     20.0      3.8     30.0      8.1     40.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     19.4     None   -99.95     None     17.1     17.0
C2C590 2025120909   1013.7   1022.6     17.0     None     16.4     96.0     18.6      3.1     30.0      3.4     30.0      8.0     20.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        1     19.4     None   -99.95     None     17.0     16.9
C2C590 2025120910   1013.0   1021.8     18.2     None     16.9     92.0     19.2      2.3     40.0      3.1     30.0      7.4     50.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        4     20.9     None   -99.95     None     18.2     16.9
C2C590 2025120911   1012.6   1021.4     20.3     None     17.1     82.0     19.5      1.7     50.0      2.4     40.0      6.4    100.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.14        0     23.8     None   -99.95     None     20.4     18.2
C2C590 2025120912   1011.2   1019.9     21.7     None     17.1     75.0     19.5      2.7     60.0      2.7     60.0      7.6     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.01        1     26.0     None   -99.95     None     22.1     20.3
C2C590 2025120913   1009.9   1018.6     22.0     None     16.7     72.0     19.1      3.3     60.0      3.3     60.0      9.8    110.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.31        2     26.4     None   -99.95     None     22.2     21.6
C2C590 2025120914   1009.7   1018.4     22.5     None     16.8     70.0     19.1      3.2     50.0      3.6     60.0      8.8     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.1        2     27.3     None   -99.95     None     22.6     21.9
C2C590 2025120915   1010.0   1018.7     21.9     None     16.6     72.0     18.9      2.3     40.0      3.2     50.0      8.6     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.56        2     26.3     None   -99.95     None     22.5     21.9
C2C590 2025120916   1010.2   1018.9     20.9     None     17.1     79.0     19.5      1.8     30.0      2.7     40.0      7.5     50.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.81        3     24.7     None   -99.95     None     21.9     20.9
C2C590 2025120917   1010.4   1019.2     19.8     None     17.0     84.0     19.4      1.9     20.0      2.2     30.0      6.0     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.1        1     23.1     None   -99.95     None     20.8     19.8
C2C590 2025120918   1010.8   1019.6     19.3     None     16.9     86.0     19.3      1.7     40.0      1.9     20.0      5.9     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     22.4     None   -99.95     None     19.8     19.3
C2C590 2025120919   1011.3   1020.1     18.9     None     17.2     90.0     19.7      1.7     20.0      1.7     20.0      5.1     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.8     None   -99.95     None     19.3     18.9
C2C590 2025120920   1011.3   1020.1     18.8     None     17.5     92.0     20.0      1.7     30.0      2.2     30.0      5.8     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     21.7     None   -99.95     None     18.9     18.7
C2C590 2025120921   1011.0   1019.8     19.0     None     17.5     91.0     20.0      1.9     20.0      2.0     30.0      5.1     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.0     None   -99.95     None     19.0     18.7
C2C590 2025120922   1010.9   1019.7     18.7     None     17.4     92.0     19.8      1.3     40.0      2.4     20.0      6.0     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.6     None   -99.95     None     19.0     18.7
C2C590 2025120923   1010.7   1019.5     18.5     None     16.7     89.0     19.0      0.9     30.0      1.3     40.0      3.5     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.3     None   -99.95     None     18.7     18.5
C2C590 2025120924   1010.5   1019.3     18.4     None     16.6     89.0     18.8      0.9     50.0      1.1     40.0      2.8    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.2     None   -99.95     None     18.6     18.4
C2C590 2025121001   1010.6   1019.5     16.9     None     15.9     94.0     18.1      0.3    220.0      0.9     50.0      1.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.2     None   -99.95     None     18.4     16.9
C2C590 2025121002   1010.4   1019.3     16.5     None     15.9     96.0     18.0      1.0    200.0      1.0    200.0      1.4    200.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     18.8     None   -99.95     None     16.9     16.3
C2C590 2025121003   1010.7   1019.5     17.1     None     16.3     95.0     18.5      1.7    210.0      1.8    200.0      2.7    220.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.5     None   -99.95     None     17.2     16.1
C2C590 2025121004   1010.7   1019.6     16.8     None     16.2     96.0     18.4      2.1    190.0      2.1    190.0      3.2    190.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.1     None   -99.95     None     17.2     16.7
C2C590 2025121005   1010.5   1019.4     16.3     None     15.7     96.0     17.8      0.7    260.0      2.8    190.0      4.0    190.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.5     None   -99.95     None     16.9     16.3
C2C590 2025121006   1010.7   1019.6     16.1     None     15.6     97.0     17.7      0.6    140.0      1.3    180.0      1.7    180.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     18.3     None   -99.95     None     16.3     15.9
