* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
C2C410 2025031309   1001.5   1016.6     21.0     None     19.7       92     22.9      1.9    310.0      1.9    310.0      3.9    320.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     24.9     None   -99.95     None     21.7     21.0
C2C410 2025031310   1001.7   1016.9     20.0     None     19.8       99     23.1      0.8    250.0      2.3    330.0      3.6    320.0     39.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        1     23.4     None   -99.95     None     20.9     19.9
C2C410 2025031311   1002.1   1017.4     18.2     None     18.0       99     20.7      3.5    340.0      3.5    340.0      7.2      0.0     22.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        1     20.9     None   -99.95     None     20.2     18.2
C2C410 2025031312   1002.0   1017.3     17.9     None     17.6       98     20.1      1.8     70.0      4.5    350.0      8.0    350.0      0.5     -9.5      0.5     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.89        0     20.5     None   -99.95     None     18.0     16.6
C2C410 2025031313   1000.4   1015.6     19.4     None     18.1       92     20.7      1.4    180.0      1.8     80.0      2.9     70.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.08        0     22.5     None   -99.95     None     19.5     17.4
C2C410 2025031314    999.3   1014.4     20.3     None     19.5       95     22.6      1.1    140.0      2.0    180.0      5.1    350.0      1.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        2     23.8     None   -99.95     None     20.3     19.5
C2C410 2025031315    998.6   1013.7     20.4     None     19.9       97     23.2      2.5    200.0      3.0    180.0      4.5    160.0     13.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        2     24.0     None   -99.95     None     20.4     20.1
C2C410 2025031316    999.2   1014.3     21.0     None     20.3       96     23.9      1.0    300.0      2.4    200.0      3.2    230.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.16        2     24.9     None   -99.95     None     21.0     20.4
C2C410 2025031317    999.2   1014.5     17.2     None     16.9       98     19.2      3.8     20.0      3.9     10.0      5.5     20.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        2     19.6     None   -99.95     None     21.0     17.2
C2C410 2025031318    999.7   1015.0     16.4     None     16.2       99     18.5      2.8     20.0      3.8     20.0      5.9     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     18.6     None   -99.95     None     17.2     16.4
C2C410 2025031319   1000.7   1016.1     16.0     None     15.8       99     18.0      2.0     20.0      4.2     20.0      7.5     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.2     None   -99.95     None     16.4     16.0
C2C410 2025031320   1001.6   1017.0     16.4     None     16.2       99     18.5      1.6     30.0      2.4      0.0      3.2      0.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.6     None   -99.95     None     16.4     16.0
C2C410 2025031321   1001.7   1017.0     17.0     None     16.8       99     19.2      2.1     50.0      2.1     50.0      3.9     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     19.4     None   -99.95     None     17.0     16.4
C2C410 2025031322   1001.3   1016.6     17.2     None     17.0       99     19.4      1.7     50.0      2.2     60.0      4.5     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.6     None   -99.95     None     17.2     17.0
C2C410 2025031323   1001.0   1016.3     16.9     None     16.7       99     19.1      2.3     20.0      2.6     20.0      4.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.2     None   -99.95     None     17.3     16.9
C2C410 2025031324   1000.6   1015.9     17.0     None     16.8       99     19.2      2.8     20.0      2.9     20.0      5.4     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     19.4     None   -99.95     None     17.0     16.7
C2C410 2025031401    999.5   1014.8     16.7     None     16.5       99     18.8      2.2     30.0      3.2     20.0      5.4     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.0     None   -99.95     None     17.0     16.6
C2C410 2025031402    999.9   1015.2     16.9     None     16.7       99     19.1      2.1    350.0      2.4    350.0      3.5     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.2     None   -99.95     None     16.9     16.6
C2C410 2025031403   1000.2   1015.5     16.7     None     16.5       99     18.8      2.7     10.0      3.0     10.0      4.8     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.0     None   -99.95     None     17.1     16.7
C2C410 2025031404   1000.0   1015.4     16.3     None     16.1       99     18.3      3.2     20.0      3.5      0.0      5.5     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.5     None   -99.95     None     16.8     16.3
C2C410 2025031405   1000.6   1016.0     15.9     None     15.7       99     17.9      3.9     10.0      3.9     10.0      7.0     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.1     None   -99.95     None     16.3     15.9
C2C410 2025031406   1001.6   1017.0     15.0     None     15.0      100     17.0      2.6     30.0      4.5     10.0      8.4    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.0     None   -99.95     None     15.9     14.9
C2C410 2025031407   1001.2   1016.6     15.2     None     15.2      100     17.3      1.9     60.0      2.9     40.0      6.5     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.3     None   -99.95     None     15.2     14.9
C2C410 2025031408   1001.7   1017.1     15.1     None     14.9       99     17.0      1.4     40.0      2.6      0.0      4.0    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.1        3     17.2     None   -99.95     None     15.4     15.1
C2C410 2025031409   1003.1   1018.5     15.7     None     15.5       99     17.7      3.9    350.0      3.9    340.0      5.8    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.21        3     17.8     None   -99.95     None     15.7     15.1
C2C410 2025031410   1003.5   1018.9     15.9     None     15.7       99     17.9      3.9     30.0      5.1      0.0      7.4    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.08        1     18.1     None   -99.95     None     16.2     15.6
C2C410 2025031411   1003.0   1018.4     16.1     None     15.9       99     18.1      1.7     80.0      4.2     30.0      6.7     30.0      3.5     -9.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.55        0     18.3     None   -99.95     None     16.1     15.1
C2C410 2025031412   1002.2   1017.5     17.3     None     16.3       94     18.6      1.8     90.0      2.2     70.0      3.7     80.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.42        0     19.7     None   -99.95     None     17.3     16.2
C2C410 2025031413   1001.1   1016.3     18.7     None     17.2       91     19.6      1.7    110.0      2.4    120.0      5.2    140.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.37        2     21.6     None   -99.95     None     18.7     17.3
C2C410 2025031414   1000.2   1015.3     20.3     None     17.9       86     20.5      2.1     80.0      2.7    110.0      4.9    110.0      0.0     -9.5      0.7     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.71        3     23.8     None   -99.95     None     20.3     18.7
C2C410 2025031415    999.6   1014.7     20.1     None     17.9       87     20.5      2.9     20.0      2.9     10.0      4.3    360.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.04        2     23.5     None   -99.95     None     20.4     19.9
C2C410 2025031416    999.3   1014.6     17.5     None     17.0       97     19.4      3.2     10.0      3.9      0.0      5.7      0.0      0.0     -9.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.7        2     20.0     None   -99.95     None     20.2     17.3
C2C410 2025031417    999.5   1014.9     16.1     None     15.9       99     18.1      3.4     10.0      3.5     10.0      5.3    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.13        2     18.3     None   -99.95     None     17.6     16.1
C2C410 2025031418    999.4   1014.8     15.8     None     15.6       99     17.8      2.3     10.0      3.6     10.0      5.9    340.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.9     None   -99.95     None     16.2     15.8
C2C410 2025031419   1000.0   1015.4     15.8     None     15.6       99     17.8      1.6     20.0      2.3     10.0      4.1     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.9     None   -99.95     None     15.9     15.7
C2C410 2025031420   1000.6   1016.0     15.9     None     15.7       99     17.9      1.7     30.0      2.5     30.0      4.0     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.1     None   -99.95     None     15.9     15.7
C2C410 2025031421   1001.1   1016.5     16.0     None     15.8       99     18.0      3.0      0.0      3.0      0.0      4.5     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     18.2     None   -99.95     None     16.1     15.9
C2C410 2025031422   1000.8   1016.2     15.6     None     15.4       99     17.5      3.0     20.0      4.1     10.0      7.5    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.7     None   -99.95     None     16.0     15.6
C2C410 2025031423    999.9   1015.3     15.4     None     15.2       99     17.3      1.9     60.0      3.1     20.0      5.5     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.5     None   -99.95     None     15.6     15.4
C2C410 2025031424    999.3   1014.7     16.0     None     16.0      100     18.2      2.0    130.0      2.0    130.0      4.1    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     18.2     None   -99.95     None     16.0     15.4
C2C410 2025031501    998.9   1014.2     16.7     None     16.5       99     18.8      1.0    100.0      2.2    140.0      3.6    210.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.0     None   -99.95     None     16.8     16.0
C2C410 2025031502    998.7   1014.0     17.2     None     17.0       99     19.4      1.6    200.0      1.7    130.0      3.8    130.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.6     None   -99.95     None     17.2     16.8
C2C410 2025031503    998.6   1013.9     17.7     None     17.4       98     19.8      0.9    350.0      2.4    180.0      3.9    150.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     20.2     None   -99.95     None     17.7     17.2
C2C410 2025031504    999.7   1015.1     14.8     None     14.5       98     16.5      6.9    340.0      6.9    340.0     12.7    330.0      8.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.8     None   -99.95     None     17.8     14.8
C2C410 2025031505    999.8   1015.2     14.8     None     14.6       99     16.7      2.6    120.0      6.8    340.0      9.8    350.0      6.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     16.8     None   -99.95     None     14.9     14.5
C2C410 2025031506    998.9   1014.3     15.4     None     14.9       97     17.0      3.0    160.0      3.4    160.0      6.2    170.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.5     None   -99.95     None     15.4     14.8
C2C410 2025031507    998.8   1014.1     16.7     None     16.2       97     18.4      2.2    140.0      3.6    160.0      6.6    170.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.0     None   -99.95     None     16.7     15.4
C2C410 2025031508    999.1   1014.4     17.7     None     17.5       99     20.0      2.9    130.0      3.0    180.0      5.4    170.0     34.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        2     20.2     None   -99.95     None     17.7     16.7
C2C410 2025031509    999.7   1014.9     18.4     None     18.2       99     20.9      0.5    140.0      2.8    110.0      2.5     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.09        3     21.2     None   -99.95     None     18.4     17.6
C2C410 2025031510    999.3   1014.5     18.6     None     18.3       98     21.0      2.6     10.0      2.6     10.0      4.2    360.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.11        0     21.4     None   -99.95     None     18.6     18.1
C2C410 2025031511   1000.4   1015.7     16.7     None     16.5       99     18.8      4.0    350.0      5.1    320.0     12.6    310.0     32.5     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.11        3     19.0     None   -99.95     None     18.5     16.6
C2C410 2025031512   1000.7   1016.0     17.0     None     16.7       98     19.0      0.4    280.0      3.9    350.0      4.2    130.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        1     19.4     None   -99.95     None     17.0     16.7
C2C410 2025031513   1000.2   1015.5     16.7     None     16.4       98     18.6      1.3     40.0      2.1    340.0      3.6    310.0      7.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.14        0     19.0     None   -99.95     None     17.1     16.7
C2C410 2025031514    998.7   1014.0     16.4     None     16.1       98     18.3      3.4      0.0      3.4      0.0      5.9    360.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.31        0     18.6     None   -99.95     None     16.6     16.0
C2C410 2025031515   1000.3   1015.7     15.5     None     15.3       99     17.4      4.8     20.0      5.1     10.0      8.3     20.0      5.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     17.6     None   -99.95     None     16.3     15.5
C2C410 2025031516    998.1   1013.5     14.9     None     14.7       99     16.8      1.9     70.0      4.6     20.0      8.8     30.0      3.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        0     16.9     None   -99.95     None     15.5     14.6
C2C410 2025031517    999.2   1014.7     14.1     None     13.6       97     15.6      5.8     20.0      6.4     10.0     10.6    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.11        0     16.1     None   -99.95     None     15.1     14.1
C2C410 2025031518   1000.0   1015.5     14.0     None     13.2       95     15.2      3.0     40.0      6.0     20.0      9.5     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.0     None   -99.95     None     14.1     13.9
C2C410 2025031519   1000.4   1015.9     13.7     None     12.4       92     14.4      3.7     30.0      4.8     30.0      8.6     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.7     None   -99.95     None     14.1     13.7
C2C410 2025031520   1001.4   1016.9     13.5     None     12.2       92     14.2      3.7     40.0      5.2     40.0      8.7     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.5     None   -99.95     None     13.7     13.5
C2C410 2025031521   1002.4   1017.9     13.4     None     12.0       91     14.0      4.7     30.0      4.9     30.0      9.4     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.4     None   -99.95     None     13.6     13.4
C2C410 2025031522   1002.5   1018.1     12.9     None     12.1       95     14.1      3.9     40.0      4.8     30.0      9.0     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.9     None   -99.95     None     13.4     12.9
C2C410 2025031523   1002.9   1018.5     12.8     None     12.2       96     14.2      4.5     30.0      5.0     30.0     10.1     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.8     None   -99.95     None     13.0     12.7
C2C410 2025031524   1003.3   1018.9     12.8     None     12.2       96     14.2      4.2     30.0      5.2     30.0     10.2     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.8     None   -99.95     None     12.8     12.7
C2C410 2025031601   1003.7   1019.3     12.3     None     11.8       97     13.9      4.4     30.0      5.4     20.0      9.3      0.0      3.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.3     None   -99.95     None     12.8     12.3
C2C410 2025031602   1004.1   1019.8     11.8     None     11.3       97     13.4      4.5     20.0      5.1     20.0      9.7     40.0      7.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     13.8     None   -99.95     None     12.3     11.8
