* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025082415   1007.0   1009.4     31.2     None     26.0       74     33.6      5.8     30.0      5.8     30.0      8.3     20.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.25        7     45.5     None     4.74
467050 2025082416   1006.4   1008.8     30.5     None     27.1       82     35.9      2.4    340.0      5.7     30.0      6.9     30.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.18        8     43.7     None     2.28
467050 2025082417   1006.0   1008.4     30.8     None     26.7       79     35.0      3.4    270.0      3.4    330.0      5.7    320.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        1        1        1        1        5        1     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.91        7     44.4     None     1.03
467050 2025082418   1006.5   1008.9     29.9     None     27.1       85     35.9      3.7    250.0      3.9    250.0      5.7    240.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.39        5     42.2     None     0.21
467050 2025082419   1007.3   1009.8     29.3     None     26.9       87     35.4      3.6    220.0      3.9    250.0      5.2    220.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     40.8     None     0.01
467050 2025082420   1008.2   1010.7     29.2     None     27.0       88     35.7      3.2    220.0      3.5    220.0      5.2    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     40.5     None      0.0
467050 2025082421   1009.1   1011.6     29.2     None     27.0       88     35.7      2.1    220.0      3.5    220.0      5.5    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     30.8     31.3     32.2     32.4     31.5     30.6     29.4     27.7     25.1     23.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     40.5     None      0.0
467050 2025082422   1008.9   1011.4     28.9     None     26.7       88     35.0      0.7    130.0      2.7    220.0      4.5    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.8     None      0.0
467050 2025082423   1008.6   1011.1     28.3     None     26.5       90     34.6      0.1      0.0      1.0     80.0      2.3     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.5     None      0.0
467050 2025082424   1008.9   1011.4     28.8     None     26.6       88     34.8      2.1    240.0      2.9    250.0      4.1    260.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     39.6     None      0.0
467050 2025082501   1008.6   1011.1     28.4     None     26.2       88     34.0      2.2    220.0      2.4    230.0      3.9    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     38.7     None      0.0
467050 2025082502   1008.6   1011.1     27.8     None     25.8       89     33.2      2.3    220.0      3.5    220.0      4.8    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     37.4     None      0.0
467050 2025082503   1008.3   1010.8     27.4     None     24.9       86     31.5      2.9    220.0      3.4    220.0      5.0    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     36.5     None      0.0
467050 2025082504   1008.3   1010.8     27.1     None     23.8       82     29.5      2.4    190.0      3.3    200.0      5.1    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.9     None      0.0
467050 2025082505   1008.5   1011.0     27.3     None     22.9       77     27.9      2.5    230.0      2.6    190.0      4.2    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.2     30.1     31.0     31.2     31.5     30.8     29.5     27.7     25.2     24.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.3     None      0.0
467050 2025082506   1008.8   1011.3     26.9     None     22.5       77     27.3      1.1    210.0      2.5    230.0      3.1    200.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     35.4     None     0.01
467050 2025082507   1009.0   1011.5     28.2     None     22.9       73     27.9      0.8    130.0      1.4    160.0      1.9    150.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.31        1     38.2     None     0.23
467050 2025082508   1009.0   1011.5     30.1     None     21.2       59     25.2      1.6     70.0      2.1     90.0      3.1     70.0      0.0      0.0      0.8     25.0     None      3.0     None     None        4     None        0        5        0     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      1.1        0     42.7     None     1.22
467050 2025082509   1009.0   1011.4     31.6     None     23.5       62     29.0      2.2     80.0      2.5     80.0      4.2     70.0      0.0      0.0      1.0     25.0     None      3.0     None     None        2     None        0        5        0     None      2.0     29.4     29.7     30.5     30.5     31.0     30.6     29.4     27.6     25.0     23.8     None        0     None     None     None     None     None     None     None     None     None     None     2.11        0     46.5     None      3.3
467050 2025082510   1008.8   1011.2     32.4     None     23.7       60     29.3      4.9     30.0      5.0     30.0      7.5     10.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.77        8     48.6     None     5.67
467050 2025082511   1008.7   1011.1     32.5     None     25.1       65     31.9      5.3     30.0      5.7     30.0      8.5     40.0      0.0      0.0      1.0     25.0     None      3.0      1.2     None        1        1        0        5        1     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.24        7     48.9     None     8.11
467050 2025082512   1008.4   1010.8     31.5     None     24.9       68     31.5      6.3     20.0      6.9     20.0      9.1     30.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.53        8     46.2     None     9.31
467050 2025082513   1007.5   1009.9     33.2     None     25.0       62     31.7      4.9     40.0      6.3     20.0      9.0     20.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.52        8     50.9     None     9.59
467050 2025082514   1006.7   1009.1     33.8     None     24.7       59     31.1      5.1     30.0      5.7     30.0      9.1     20.0      0.0      0.0      1.0     30.0     None      3.0      1.2     None        1        1        0        5        1     None      2.0     31.6     31.5     32.1     31.4     30.8     30.4     29.3     27.5     24.9     23.7     None        0     None     None     None     None     None     None     None     None     None     None      3.3        8     52.6     None     8.26
467050 2025082515   1005.4   1007.8     34.6     None     24.6       56     30.9      2.9    320.0      5.0     30.0      7.2    350.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.79        8     55.0     None     5.83
467050 2025082516   1005.0   1007.4     35.5     None     22.8       48     27.8      4.6     80.0      5.9     70.0      9.2     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.09        7     57.8     None     3.16
467050 2025082517   1004.7   1007.1     33.7     None     26.0       64     33.6      2.6    170.0      4.7    100.0      7.9    120.0      0.0      0.0      1.0     30.0     None      3.0      1.2     None        1        1        0        5        1     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.23        6     52.3     None     1.15
467050 2025082518   1004.9   1007.3     32.7     None     22.2       54     26.8      3.8    100.0      4.3    100.0      7.4    110.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.44        5     49.5     None     0.21
467050 2025082519   1005.9   1008.3     31.3     None     22.4       59     27.1      2.3    100.0      3.9    100.0      6.2     80.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     45.7     None     0.01
467050 2025082520   1007.2   1009.6     30.3     None     23.3       66     28.6      1.8    140.0      2.8    110.0      5.1    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     43.2     None      0.0
467050 2025082521   1007.9   1010.4     29.9     None     22.9       66     27.9      2.0    120.0      2.1    110.0      3.4    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     30.9     31.6     32.6     32.8     31.7     30.7     29.5     27.7     25.1     23.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     42.2     None      0.0
467050 2025082522   1008.5   1011.0     29.5     None     23.2       69     28.4      1.3    130.0      1.9    120.0      2.7    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     41.2     None      0.0
467050 2025082523   1008.5   1011.0     29.4     None     23.6       71     29.1      1.5    150.0      2.3    150.0      3.3    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     41.0     None      0.0
467050 2025082524   1008.6   1011.1     28.3     None     24.9       82     31.5      0.1      0.0      1.5    150.0      1.8    170.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.5     None      0.0
467050 2025082601   1008.5   1011.0     28.2     None     24.6       81     30.9      1.0    200.0      1.0    200.0      1.9    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     38.2     None      0.0
467050 2025082602   1008.3   1010.8     28.3     None     23.5       75     29.0      1.5    170.0      2.7    220.0      4.0    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.5     None      0.0
467050 2025082603   1007.8   1010.3     28.0     None     23.8       78     29.5      1.0    130.0      2.1    170.0      3.5    170.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.8     None      0.0
467050 2025082604   1008.2   1010.7     27.6     None     23.4       78     28.8      1.6    140.0      1.6    140.0      2.6    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.9     None      0.0
467050 2025082605   1007.9   1010.4     27.6     None     23.4       78     28.8      1.6    150.0      1.8    130.0      2.4    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.3     30.1     31.0     31.3     31.6     30.9     29.6     27.8     25.2     24.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.9     None      0.0
467050 2025082606   1007.9   1010.4     27.3     None     23.6       80     29.1      1.5    110.0      2.0    140.0      2.7    140.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        0     36.3     None     0.01
467050 2025082607   1008.2   1010.7     28.9     None     23.4       72     28.8      1.7     90.0      2.0     90.0      3.3     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.47        4     39.8     None     0.24
467050 2025082608   1008.3   1010.7     30.9     None     23.3       64     28.6      1.7     50.0      2.7     50.0      4.0     10.0      0.0      0.0      1.0     30.0     None      3.0      1.2     None        1        1        0        5        1     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.29        1     44.7     None     1.19
467050 2025082609   1008.3   1010.7     31.5     None     23.6       63     29.1      3.6     20.0      4.1     20.0      5.9     30.0      0.0      0.0      1.0     25.0     None      3.0      1.2     None        1        1        0        5        1     None      2.0     29.7     29.9     30.7     30.7     31.1     30.6     29.4     27.6     25.0     23.8     None        0     None     None     None     None     None     None     None     None     None     None      2.2        0     46.2     None     3.19
467050 2025082610   1008.3   1010.7     31.7     None     25.8       71     33.2      4.1     20.0      5.2     30.0      7.4     30.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.82        0     46.8     None     5.72
467050 2025082611   1008.0   1010.4     32.5     None     25.1       65     31.9      4.8     20.0      5.2     30.0      8.7     40.0      0.0      0.0      0.9     25.0     None     None      1.2     None     None        2        0        0        2     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.32        8     48.9     None     8.06
467050 2025082612   1007.4   1009.8     32.1     None     25.2       67     32.1      6.6     30.0      6.6     30.0     12.3     30.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.39        8     47.8     None     9.23
467050 2025082613   1006.5   1008.9     31.8     None     25.7       70     33.0      8.3     40.0      8.4     40.0     13.6     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      3.4        8     47.0     None     9.17
467050 2025082614   1005.5   1007.9     32.9     None     26.7       70     35.0      7.3     40.0      8.6     40.0     13.6     50.0      0.0      0.0      1.0     25.0      7.0      3.0      1.2        1        1        1        1        5        1     None      3.0     31.6     31.5     32.2     31.6     31.0     30.6     29.5     27.6     25.0     23.8     None        0     None     None     None     None     None     None     None     None     None     None     3.31        8     50.0     None     8.02
467050 2025082615   1005.0   1007.4     33.4     None     25.9       65     33.4      8.3     50.0      9.5     50.0     15.3     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.82        7     51.5     None     5.69
467050 2025082616   1004.7   1007.1     34.5     None     21.2       46     25.2      7.3     90.0      8.2     50.0     12.9     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.14        7     54.7     None     3.14
467050 2025082617   1004.5   1006.9     33.0     None     21.2       50     25.2      6.8     80.0      7.5     90.0     12.1     80.0      0.0      0.0      1.0     25.0      7.0      3.0      1.2        1        3        2        1        5        2     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      1.4        7     50.3     None     1.18
467050 2025082618   1005.0   1007.4     31.8     None     21.4       54     25.5      5.9     70.0      7.4     80.0     11.8     70.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.66        4     47.0     None     0.21
467050 2025082619   1005.3   1007.7     30.8     None     20.7       55     24.4      3.3     80.0      6.0     70.0      9.8     80.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     44.4     None     0.01
467050 2025082620   1006.3   1008.7     30.3     None     20.9       57     24.7      2.8    100.0      3.6     80.0      7.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     43.2     None      0.0
467050 2025082621   1006.8   1009.3     29.3     None     21.3       62     25.3      0.9     80.0      3.0    100.0      4.6    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     30.5     31.3     32.4     32.6     31.7     30.8     29.6     27.8     25.1     23.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.8     None      0.0
467050 2025082622   1007.2   1009.7     29.7     None     21.1       60     25.0      1.7    140.0      1.9    110.0      3.5    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     41.7     None      0.0
467050 2025082623   1007.1   1009.6     28.8     None     21.8       66     26.1      1.4    220.0      2.0    140.0      2.9    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.6     None      0.0
467050 2025082624   1006.2   1008.7     28.2     None     24.6       81     30.9      0.2      0.0      1.3    220.0      1.4    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.2     None      0.0
467050 2025082701   1006.0   1008.5     28.5     None     25.7       85     33.0      1.7    290.0      2.4    280.0      3.6    280.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.9     None      0.0
467050 2025082702   1005.9   1008.4     28.0     None     25.6       87     32.8      0.7     90.0      1.8    290.0      2.5    290.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     37.8     None      0.0
467050 2025082703   1005.5   1008.0     27.0     None     22.6       77     27.4      1.8     70.0      2.4     50.0      3.4     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.7     None      0.0
467050 2025082704   1005.1   1007.6     26.6     None     22.9       80     27.9      0.7     90.0      2.2     70.0      3.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.8     None      0.0
467050 2025082705   1005.2   1007.7     26.4     None     23.1       82     28.3      1.0    140.0      1.2    150.0      2.1    170.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.1     30.0     31.0     31.3     31.6     30.9     29.7     27.9     25.2     24.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     34.4     None      0.0
467050 2025082706   1005.7   1008.2     26.5     None     23.2       82     28.4      1.2    120.0      2.0    140.0      2.7    140.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     34.6     None     0.01
467050 2025082707   1006.1   1008.6     28.2     None     22.7       72     27.6      2.3    130.0      2.3    130.0      3.8    150.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.48        3     38.2     None     0.17
467050 2025082708   1006.4   1008.8     30.2     None     22.4       63     27.1      1.8    150.0      3.3    140.0      4.9    130.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        3        2        1        1        5        2     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.34        2     42.9     None     1.59
467050 2025082709   1006.8   1009.2     31.2     None     23.6       64     29.1      2.4    240.0      2.5    200.0      4.2    200.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        3        2        1        1        5        2     None      6.0     29.7     29.7     30.5     30.6     31.2     30.7     29.5     27.7     25.0     23.8     None        0     None     None     None     None     None     None     None     None     None     None     2.16        2     45.5     None     3.71
467050 2025082710   1007.2   1009.6     30.9     None     23.6       65     29.1      4.0    280.0      4.2    250.0      6.9    260.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.36        2     44.7     None     5.92
467050 2025082711   1007.5   1009.9     31.1     None     25.0       70     31.7      4.8    280.0      5.0    270.0      7.8    250.0      0.0      0.0      1.0     25.0      7.0      3.0      1.2        2        2        2        1        5        2     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.34        1     45.2     None     8.99
467050 2025082712   1007.3   1009.7     30.7     None     25.1       72     31.9      4.5    280.0      5.5    290.0      8.0    300.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      3.4        0     44.2     None      9.8
467050 2025082713   1007.1   1009.6     29.5     None     25.3       78     32.2      3.9    300.0      5.1    280.0      7.5    280.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.06        8     41.2     None     6.54
467050 2025082714   1007.4   1009.9     29.0     None     25.6       82     32.8      2.0    270.0      4.6    280.0      6.8    280.0     -9.8      0.2      0.0     15.0     None     None      0.9     None     None       10        /        /        9      0.9     10.0     30.6     30.9     31.6     31.4     31.1     30.7     29.6     27.8     25.1     23.9     None        1        1        4     None     None     None     None     None     None     None     None     0.28        5     40.1     None      1.0
467050 2025082715   1007.5   1010.0     26.6     None     24.1       86     30.0      3.4    170.0      4.2    180.0      6.1    180.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1        4     None     None     None     None     None     None     None     None      0.1        3     34.8     None     0.31
467050 2025082716   1007.2   1009.7     25.2     None     23.6       91     29.1      2.9    130.0      4.1    180.0      6.0    180.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.12        0     32.1     None     0.26
467050 2025082717   1006.7   1009.2     26.7     None     23.4       82     28.8      2.2    130.0      3.2    130.0      4.6    130.0     -9.8      0.1      0.0     30.0     None      3.0      0.9     None        8        2        /        5        2      3.0     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        4     None     None     None     None     None     None     None     None     0.29        8     35.0     None     0.42
467050 2025082718   1006.2   1008.7     27.0     None     24.3       85     30.4      2.9     70.0      2.9     80.0      4.3     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.16        8     35.7     None     0.12
467050 2025082719   1006.1   1008.6     27.2     None     24.1       83     30.0      3.5     50.0      3.5     50.0      5.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        6     36.1     None      0.0
467050 2025082720   1005.9   1008.4     28.0     None     23.4       76     28.8      5.0     60.0      5.4     50.0      8.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     37.8     None      0.0
