* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025102704   1015.5   1018.0     21.9     None     19.6       87     22.8      7.5     60.0      7.7     60.0     12.8     50.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     26.3     None      0.0
467050 2025102705   1015.6   1018.1     21.1     None     20.1       94     23.5      7.9     60.0      8.3     60.0     13.8     40.0      1.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     21.7     22.3     23.2     23.4     24.5     24.6     25.3     28.4     26.7     25.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     25.0     None      0.0
467050 2025102706   1016.3   1018.8     21.2     None     20.2       94     23.7      8.9     50.0      9.1     60.0     15.7     60.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     25.2     None      0.0
467050 2025102707   1016.7   1019.2     21.5     None     19.8       90     23.1      9.3     60.0     10.0     50.0     15.4     60.0     -9.8      0.4      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.18        3     25.6     None     0.09
467050 2025102708   1017.1   1019.6     22.2     None     19.6       85     22.8      8.1     50.0     10.6     60.0     15.8     60.0      0.0      0.0      0.5     20.0     None      2.1     0.45     None        2        8        /        2        4     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.72        3     26.8     None     0.57
467050 2025102709   1017.3   1019.8     22.2     None     19.2       83     22.2      9.1     60.0     10.5     60.0     17.3     60.0      0.0      0.0      0.0     20.0     None     None      1.2     None     None        9        /        /        5      1.2      9.0     21.6     22.2     23.1     23.3     24.4     24.5     25.2     28.4     26.6     25.2     None        1     None     None     None     None     None     None     None     None     None     None     0.48        3     26.8     None      0.9
467050 2025102710   1016.9   1019.4     23.3     None     18.8       76     21.7      9.6     60.0     11.1     60.0     17.0     70.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.39        0     28.6     None     3.08
467050 2025102711   1016.3   1018.8     23.3     None     19.3       78     22.4     10.4     60.0     10.6     60.0     17.6     60.0      0.0      0.0      0.1     25.0     None     None      0.9     None     None        9        /        /        5      0.9      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.46        8     28.6     None     3.73
467050 2025102712   1015.4   1017.9     23.4     None     18.7       75     21.6      9.1     60.0     10.9     60.0     20.3     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.4        8     28.8     None     3.81
467050 2025102713   1014.3   1016.8     23.9     None     18.8       73     21.7     11.1     60.0     11.7     60.0     19.0     50.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.47        8     29.7     None     3.75
467050 2025102714   1013.8   1016.3     23.2     None     19.2       78     22.2     11.3     60.0     11.3     60.0     18.1     60.0      0.0      0.0      0.0     25.0      7.0      3.0      0.9        1        3        5        1        7        5     None      9.0     21.9     22.5     23.3     23.4     24.3     24.5     25.2     28.3     26.6     25.2     None        0     None     None     None     None     None     None     None     None     None     None     1.18        7     28.4     None     2.77
467050 2025102715   1013.9   1016.4     23.2     None     18.7       76     21.6      9.3     60.0     11.7     60.0     18.9     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.93        5     28.4     None     1.75
467050 2025102716   1013.8   1016.3     22.8     None     18.4       76     21.2     10.3     60.0     10.5     60.0     17.1     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.53        5     27.8     None     0.73
467050 2025102717   1014.6   1017.1     22.4     None     18.4       78     21.2      9.1     60.0     10.5     60.0     16.9     60.0      0.0      0.0      0.0     25.0     None      3.0      0.9     None        2        7        /        7        5      0.9      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.17        3     27.1     None     0.15
467050 2025102718   1014.5   1017.0     22.2     None     18.4       79     21.2      9.0     60.0     10.5     60.0     17.5     60.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.01        0     26.8     None      0.0
467050 2025102719   1014.9   1017.4     22.3     None     18.3       78     21.0      7.9     60.0      9.6     60.0     15.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     26.9     None      0.0
467050 2025102720   1015.7   1018.2     22.1     None     19.1       83     22.1      7.9     60.0      9.2     60.0     15.1     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     26.6     None      0.0
467050 2025102721   1016.2   1018.7     22.1     None     19.1       83     22.1      6.4     60.0      7.9     60.0     13.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     21.6     22.2     23.2     23.4     24.4     24.5     25.3     28.3     26.6     25.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     26.6     None      0.0
467050 2025102722   1015.7   1018.2     22.1     None     19.5       85     22.7      6.3     60.0      8.2     60.0     13.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     26.6     None      0.0
467050 2025102723   1015.5   1018.0     22.1     None     19.1       83     22.1      5.7     60.0      6.8     60.0     11.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     26.6     None      0.0
467050 2025102724   1014.9   1017.4     21.8     None     19.4       86     22.5      5.5     60.0      7.0     60.0     11.7     60.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     26.1     None      0.0
467050 2025102801   1014.8   1017.3     21.8     None     19.2       85     22.2      5.0     60.0      5.9     60.0      9.1     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     26.1     None      0.0
467050 2025102802   1014.4   1016.9     21.8     None     19.5       87     22.7      5.9     60.0      5.9     60.0      9.2     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     26.1     None      0.0
467050 2025102803   1013.8   1016.3     21.6     None     19.7       89     22.9      5.7     60.0      6.2     60.0      9.2     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     25.8     None      0.0
467050 2025102804   1013.8   1016.3     21.5     None     20.0       91     23.4      6.1     70.0      6.1     70.0     10.2     80.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     25.6     None      0.0
467050 2025102805   1013.9   1016.4     21.3     None     20.1       93     23.5      6.9     70.0      7.3     60.0     11.4    110.0     -9.8      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     21.7     22.2     23.0     23.2     24.2     24.5     25.2     28.2     26.6     25.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     25.3     None      0.0
467050 2025102806   1014.7   1017.2     20.9     None     20.1       95     23.5      6.0     60.0      6.9     60.0     11.2     70.0      1.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     24.7     None      0.0
467050 2025102807   1015.4   1017.9     20.9     None     20.2       96     23.7      5.9     60.0      6.7     60.0      9.9     60.0      2.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.03        3     24.7     None     0.02
467050 2025102808   1015.6   1018.1     21.1     None     20.4       96     24.0      5.7     70.0      6.1     70.0      9.7     70.0      0.5      1.0      0.0     10.0     None      2.1      0.9     None        3        7        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.17        3     25.0     None     0.22
467050 2025102809   1016.4   1018.9     21.5     None     20.5       94     24.1      5.0     60.0      5.9     60.0      9.2     80.0     -9.8      1.0      0.0     10.0     None      2.1      0.9     None        4        6        /        2        4      0.9     10.0     21.9     22.2     23.0     23.1     24.2     24.4     25.0     28.2     26.7     25.3     None        1     None        1     None     None     None     None     None     None     None     None     0.32        3     25.6     None     0.73
467050 2025102810   1016.3   1018.8     21.9     None     20.9       94     24.7      4.0     60.0      5.3     60.0      7.7     80.0     -9.8      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.41        0     26.3     None     1.11
467050 2025102811   1016.2   1018.7     22.1     None     20.9       93     24.7      6.1     60.0      6.2     60.0      9.6     60.0      1.0      0.5      0.0      6.0     None      2.1      0.9     None        7        3        /        2        4      2.1     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.53        0     26.6     None     1.59
467050 2025102812   1015.5   1018.0     21.7     None     20.7       94     24.4      7.3     60.0      8.2     60.0     12.8     50.0      1.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.51        8     26.0     None     1.63
467050 2025102813   1015.0   1017.5     21.6     None     20.6       94     24.3      8.2     60.0      9.1     60.0     14.2     60.0      1.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.43        8     25.8     None     1.36
467050 2025102814   1014.6   1017.1     21.6     None     20.6       94     24.3      8.3     60.0      9.1     60.0     15.0     50.0      1.0      1.0      0.0      8.0     None      2.1      0.6     None        3        7        /        2        7      0.6     10.0     21.9     22.4     23.1     23.3     24.1     24.3     25.0     28.2     26.7     25.3     None        1     None        1     None     None     None     None     None     None     None     None     0.46        8     25.8     None     1.34
467050 2025102815   1014.5   1017.0     21.7     None     20.5       93     24.1      8.3     50.0      9.2     60.0     14.9     60.0     -9.8      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.54        8     26.0     None     1.13
467050 2025102816   1014.6   1017.1     21.5     None     20.3       93     23.8      9.6     60.0     11.3     60.0     16.5     70.0     -9.8      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.41        5     25.6     None     0.57
467050 2025102817   1015.5   1018.0     21.3     None     19.4       89     22.5     10.0     60.0     11.5     60.0     17.1     60.0     -9.8      0.6      0.0     20.0     None     None      0.6     None     None       10        /        /        4      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.11        3     25.3     None     0.11
467050 2025102818   1016.0   1018.5     21.6     None     18.4       82     21.2      8.7     60.0     11.3     60.0     17.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     25.8     None      0.0
467050 2025102819   1016.7   1019.2     21.9     None     18.5       81     21.3      8.7     60.0      9.6     60.0     15.1     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     26.3     None      0.0
467050 2025102820   1017.6   1020.1     21.8     None     18.2       80     20.9      8.3     60.0      8.9     60.0     15.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     26.1     None      0.0
467050 2025102821   1017.4   1019.9     21.3     None     17.9       81     20.5      9.7     60.0     10.5     60.0     17.1     50.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     21.0     21.9     22.8     23.1     24.1     24.3     24.9     28.1     26.7     25.3     None     None     None        1     None     None     None     None     None     None     None     None      0.0        0     25.3     None      0.0
467050 2025102822   1016.9   1019.4     21.6     None     17.4       77     19.9      9.3     60.0      9.5     60.0     15.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     25.8     None      0.0
467050 2025102823   1016.6   1019.1     21.6     None     17.0       75     19.4      9.3     60.0     10.5     60.0     16.1     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     25.8     None      0.0
467050 2025102824   1015.9   1018.4     21.1     None     18.7       86     21.6     10.2     60.0     10.2     60.0     15.9     80.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     25.0     None      0.0
467050 2025102901   1015.7   1018.2     21.2     None     18.2       83     20.9      8.4     60.0     10.2     60.0     15.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     25.2     None      0.0
467050 2025102902   1015.1   1017.6     21.0     None     18.6       86     21.4      6.9     60.0      8.1     60.0     11.8     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     24.9     None      0.0
467050 2025102903   1014.5   1017.0     20.9     None     18.7       87     21.6      7.1     60.0      7.3     60.0     11.7     60.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     24.7     None      0.0
467050 2025102904   1014.5   1017.0     21.3     None     18.7       85     21.6      7.0     60.0      7.6     60.0     12.0     60.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     25.3     None      0.0
467050 2025102905   1014.2   1016.7     21.5     None     18.7       84     21.6      6.7     60.0      7.1     60.0     11.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     20.9     21.5     22.4     22.7     23.9     24.2     24.9     28.1     26.6     25.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     25.6     None      0.0
467050 2025102906   1014.8   1017.3     21.7     None     19.1       85     22.1      7.2     60.0      7.6     60.0     11.7     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     26.0     None      0.0
467050 2025102907   1015.6   1018.1     22.1     None     18.5       80     21.3      6.0     60.0      7.2     60.0     11.8     60.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.13        3     26.6     None      0.1
467050 2025102908   1015.8   1018.3     23.6     None     18.5       73     21.3      8.2     60.0      8.2     60.0     12.7     90.0      0.0      0.0      1.0     30.0     None      3.0      0.9     None        2        2        0        3        4     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.94        1     29.1     None     0.75
467050 2025102909   1016.0   1018.5     25.1     None     19.0       69     22.0      8.6     60.0      8.7     70.0     15.7     90.0      0.0      0.0      1.0     35.0     None      3.0      0.9     None        1        3        0        3        4     None      4.0     21.5     21.7     22.5     22.6     23.7     24.1     24.8     28.0     26.6     25.2     None        0     None     None     None     None     None     None     None     None     None     None     1.71        1     31.9     None     2.25
467050 2025102910   1016.0   1018.5     24.9     None     19.5       72     22.7      9.6     70.0     10.2     60.0     16.4     50.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.08        1     31.5     None      3.9
467050 2025102911   1015.1   1017.6     25.6     None     19.3       68     22.4     10.6     70.0     11.1     70.0     19.8     70.0      0.0      0.0      1.0     30.0      7.0     None      1.2        1     None        4        9        0        4     None      5.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.77        8     32.8     None     5.96
467050 2025102912   1014.0   1016.5     26.7     None     19.8       66     23.1      9.7     60.0     11.4     70.0     17.8     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.05        8     35.0     None     6.84
467050 2025102913   1013.0   1015.5     26.5     None     19.9       67     23.2      9.4     70.0     11.8     60.0     18.8     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.83        7     34.6     None     6.21
467050 2025102914   1012.8   1015.3     26.5     None     20.4       69     24.0      9.7     60.0     10.8     70.0     17.4     50.0      0.0      0.0      1.0     30.0      7.0     None      1.2        2     None        6        1        0        4      1.2      8.0     22.7     22.7     23.2     23.1     23.6     24.1     24.7     27.9     26.5     25.2     None        0     None     None     None     None     None     None     None     None     None     None     2.57        6     34.6     None     4.76
467050 2025102915   1012.6   1015.1     25.3     None     19.7       71     22.9     10.4     60.0     11.1     60.0     17.6     60.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.65        6     32.2     None     2.48
467050 2025102916   1012.5   1015.0     25.0     None     19.6       72     22.8     10.1     60.0     10.4     60.0     16.1     60.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.09        7     31.7     None      1.0
467050 2025102917   1013.4   1015.9     24.1     None     19.4       75     22.5      8.8     60.0     10.4     60.0     16.8     60.0      0.0      0.0      0.7     30.0      7.0      3.0      0.9        1        1        6        1        3        4      0.9      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.4        3     30.0     None      0.2
467050 2025102918   1013.6   1016.1     23.6     None     19.1       76     22.1      7.7     60.0      9.6     60.0     14.8     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     29.1     None     0.01
467050 2025102919   1014.2   1016.7     23.3     None     18.8       76     21.7      7.6     60.0      8.6     70.0     13.6     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     28.6     None      0.0
467050 2025102920   1014.3   1016.8     23.3     None     18.6       75     21.4      7.7     70.0      8.6     60.0     14.6     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     28.6     None      0.0
467050 2025102921   1014.3   1016.8     23.4     None     18.1       72     20.8      9.4     60.0      9.4     60.0     15.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     21.8     22.6     23.5     23.7     24.1     24.3     24.9     27.9     26.6     25.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     28.8     None      0.0
467050 2025102922   1014.0   1016.5     23.5     None     18.6       74     21.4      8.4     60.0     10.0     60.0     15.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     29.0     None      0.0
467050 2025102923   1013.6   1016.1     23.7     None     19.0       75     22.0      6.9     70.0      8.9     60.0     13.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     29.3     None      0.0
467050 2025102924   1013.0   1015.5     24.0     None     19.5       76     22.7      6.2     70.0      7.6     70.0     12.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     29.8     None      0.0
467050 2025103001   1012.9   1015.4     24.0     None     19.9       78     23.2      5.8     60.0      6.7     70.0     11.5     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     29.8     None      0.0
467050 2025103002   1013.0   1015.5     24.3     None     20.6       80     24.3      5.2     60.0      6.2     60.0     10.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     30.4     None      0.0
467050 2025103003   1012.9   1015.4     24.8     None     21.3       81     25.3      5.5     50.0      6.4     60.0     10.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     31.3     None      0.0
467050 2025103004   1012.9   1015.4     24.7     None     22.2       86     26.8      6.3     60.0      6.6     60.0     10.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     31.1     None      0.0
467050 2025103005   1012.9   1015.4     24.5     None     22.2       87     26.8      5.7     70.0      7.6     60.0     11.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     22.8     22.8     23.4     23.4     24.0     24.3     24.9     27.8     26.6     25.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     30.7     None      0.0
467050 2025103006   1013.4   1015.9     24.3     None     22.4       89     27.1      4.3     50.0      5.6     70.0      8.8     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     30.4     None      0.0
467050 2025103007   1013.4   1015.9     24.5     None     22.6       89     27.4      4.6     70.0      5.8     60.0      9.2     60.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.13        2     30.7     None     0.08
467050 2025103008   1013.8   1016.3     25.3     None     21.8       81     26.1      3.0     70.0      4.5     70.0      7.0     50.0      0.0      0.0      0.4     16.0      7.0      3.0      1.2        1        2        4        9        7        5     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.61        3     32.2     None     0.62
467050 2025103009   1014.0   1016.5     26.9     None     22.3       76     26.9      3.2     70.0      3.2     70.0      5.2     60.0      0.0      0.0      0.3     16.0     None      3.0      1.2     None        2        4        0        7        5     None      6.0     23.4     23.1     23.6     23.5     24.0     24.3     24.9     27.8     26.5     25.2     None        0     None     None     None     None     None     None     None     None     None     None     1.07        3     35.4     None     1.81
